,exp,num_vars,conlloovia cost,greedy cost,first fit cost,first fit 2 (cores desc) cost,first fit 2 (price asc) cost,conlloovia lower_bound,conlloovia gap_pct,conlloovia status,greedy status,first fit status,first fit 2 (cores desc) status,first fit 2 (price asc) status,conlloovia creation_time,greedy creation_time,first fit creation_time,first fit 2 (cores desc) creation_time,first fit 2 (price asc) creation_time,conlloovia solving_time,greedy solving_time,first fit solving_time,first fit 2 (cores desc) solving_time,first fit 2 (price asc) solving_time,greedy cost diff conlloovia,first fit cost diff conlloovia,first fit 2 (cores desc) cost diff conlloovia,first fit 2 (price asc) cost diff conlloovia
61,61,1650,12.0,12.5,12.0,12.0,12.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,0.8796975379809737,0.00908661913126707,0.010082965716719627,0.0058673471212387085,0.0060387272387743,0.3718405161052942,0.10763477813452482,1.9988551959395409,0.05424167588353157,0.05515007022768259,0.5,0.0,0.0,0.0
62,62,3250,12.0,12.0,12.0,12.0,12.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,1.7596941972151399,0.011626966297626495,0.014136035926640034,0.006446721963584423,0.0065825507044792175,0.8203694308176637,0.09666201006621122,1.47813440579921,0.04984416998922825,0.04529344104230404,0.0,0.0,0.0,0.0
63,63,12850,8.0,8.0,8.0,8.0,8.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,7.034510624594986,0.028427247889339924,0.040333835408091545,0.01218298077583313,0.010898781940340996,1.3773691859096289,0.12216361798346043,9.230580762028694,0.05950232781469822,0.06052852049469948,0.0,0.0,0.0,0.0
64,64,132,16.0,21.0,16.0,16.0,21.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,0.07138498686254025,0.007030125707387924,0.00314931757748127,0.013126675970852375,0.013538708910346031,0.017853599041700363,0.09299070667475462,0.3413247913122177,0.07431713957339525,0.06355622597038746,5.0,0.0,0.0,5.0
65,65,260,16.0,20.0,16.0,16.0,20.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,0.1396999815478921,0.007535947486758232,0.0030577173456549644,0.0072264522314071655,0.007188684307038784,0.047471252270042896,0.0766782695427537,0.31603318080306053,0.01823973748832941,0.01807012688368559,4.0,0.0,0.0,4.0
66,66,1028,8.0,12.0,8.0,8.0,12.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,0.7029543286189437,0.01995161734521389,0.011756785213947296,0.010921286419034004,0.011068620719015598,0.8686983669176698,0.08256811089813709,1.6877067238092422,0.05676290951669216,0.03298265766352415,4.0,0.0,0.0,4.0
67,67,2640,18.0,18.0,18.0,18.0,18.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,1.8860543789342046,0.023099849931895733,0.031169472262263298,0.005945663899183273,0.010971922427415848,0.9905997756868601,0.18116143252700567,1.7862500445917249,0.04599884804338217,0.07726142834872007,0.0,0.0,0.0,0.0
68,68,5200,12.0,14.0,12.0,12.0,12.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,2.914433306083083,0.014677482657134533,0.021671396680176258,0.011656325310468674,0.0068170297890901566,2.003858587704599,0.15547687094658613,3.7526527708396316,0.057057767175138,0.1299242600798607,2.0,0.0,0.0,0.0
69,69,20560,16.0,16.0,16.0,16.0,16.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,14.913636974990368,0.06165400147438049,0.08073447737842798,0.026144697330892086,0.021126884035766125,8.883774898946285,0.32516789343208075,12.094066468067467,0.12607554160058498,0.15983687993139029,0.0,0.0,0.0,0.0
70,70,6600,34.0,34.0,34.0,34.0,34.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,6.050282123498619,0.01861190889030695,0.09102049190551043,0.005984978750348091,0.010666603222489357,4.010504784993827,0.3603148376569152,6.801860891282558,0.1324894167482853,0.22483581397682428,0.0,0.0,0.0,0.0
71,71,13000,31.0,32.0,32.0,32.0,31.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,12.798996411263943,0.04244241304695606,0.07735288050025702,0.01481674239039421,0.015060541220009327,8.042473341338336,0.6387396436184645,9.36346060782671,0.23733588308095932,0.2863380340859294,1.0,1.0,1.0,0.0
72,72,51400,32.0,33.0,32.0,32.0,32.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,47.10094672255218,0.2005134653300047,1.487394792959094,0.011826963163912296,0.02618484850972891,51.47207167930901,1.1355893975123763,39.121880636550486,0.2541408287361264,0.5692590400576591,1.0,0.0,0.0,0.0
73,73,528,12.5,14.5,16.0,16.0,18.5,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,0.2811836712062359,0.00941396877169609,0.003980530425906181,0.007546434178948402,0.015360486693680286,0.34252607356756926,0.12724095582962036,0.26628227159380913,0.03521177265793085,0.05265388824045658,2.0,3.5,3.5,6.0
74,74,1040,10.5,13.5,16.0,16.0,13.5,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,0.551649447530508,0.008975015953183174,0.00615493580698967,0.00660024955868721,0.00724800955504179,0.4068331699818373,0.12368934322148561,0.5047022756189108,0.03441881202161312,0.03268954623490572,3.0,5.5,5.5,3.0
75,75,4112,5.5,7.5,8.0,8.0,6.5,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,2.3253303300589323,0.015590776689350605,0.021306032314896584,0.011617111042141914,0.012266992591321468,1.1781396809965372,0.11922300420701504,3.0308851655572653,0.04346386902034283,0.03811070881783962,2.0,2.5,2.5,1.0
76,76,10560,50.0,53.0,50.0,50.0,50.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,6.235123079270124,0.023151475004851818,0.09918951708823442,0.01149594783782959,0.006952127441763878,5.335655063390732,0.45523526705801487,6.746509600430727,0.10278368461877108,0.24292507488280535,3.0,0.0,0.0,0.0
77,77,20800,42.5,45.0,48.0,48.0,43.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,13.119282289408147,0.09281978290528059,0.19753203727304935,0.014902761206030846,0.0074076345190405846,23.773021867498755,0.6236845245584846,7.164747780188918,0.14216875284910202,0.8221673918887973,2.5,5.5,5.5,0.5
78,78,82240,41.5,43.0,48.0,48.0,42.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,79.28876595944166,0.3264202680438757,0.5103709818795323,0.012172562070190907,0.012021268717944622,173.18270851671696,1.7315256772562861,53.36828177142888,0.4750375123694539,0.6227467125281692,1.5,6.5,6.5,0.5
79,79,26400,113.5,116.0,114.0,114.0,114.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,17.480073617771268,0.07567453384399414,0.15002736262977123,0.011399517767131329,0.012521479278802872,17.08237882144749,0.7300330838188529,17.61599739268422,0.26314460951834917,1.509076226502657,2.5,0.5,0.5,0.5
80,80,52000,109.0,114.0,112.0,112.0,110.0,,0.0,OPTIMAL,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,47.19053372275084,0.09056880604475737,0.4121720641851425,0.00679648295044899,0.017343337647616863,44.30862813349813,1.860021528787911,23.82927791774273,0.4501234460622072,2.755960024893284,5.0,3.0,3.0,1.0
81,81,205600,97.0,93.0,96.0,96.0,91.0,89.876,7.344329896907212,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,INTEGER_FEASIBLE,154.17268667835742,0.35823140665888786,2.8485625740140676,0.014676821418106556,0.014491819776594639,611.8962879022583,2.9281665375456214,134.24227484688163,0.5952678956091404,3.5433890307322145,-4.0,-1.0,-1.0,-6.0
