,exp,num_vars,total_wl (rps),num_apps,num_ics,num_ccs,wl_factor,conlloovia cost,FFC cost,FFP cost,conlloovia lower_bound,conlloovia gap_pct,conlloovia status,FFC status,FFP status,conlloovia creation_time,FFC creation_time,FFP creation_time,conlloovia solving_time,FFC solving_time,FFP solving_time,FFC cost diff conlloovia,FFP cost diff conlloovia
19,19,21845,314886.56638888887,32,1,8,40,0.0,37.143618800537546,37.143618800537546,31.49,0.0,Aborted,Feasible,Feasible,10.890458233654499,0.00958374235779047,0.009759388864040375,602.3481760313734,2.234817977063358,2.240475932136178,37.143618800537546,37.143618800537546
20,20,8738,137717.27000000002,32,1,8,20,17.46236601483878,27.163680467526973,27.163680467526973,16.579,5.058684568220199,Feasible,Feasible,Feasible,4.371736416593194,0.010267012752592564,0.011753533035516739,601.0598089145496,1.509039219468832,1.4959216210991144,9.701314452688194,9.701314452688194
21,21,8224,10394.284722222224,32,1,8,1,1.7351954930794444,1.7351954930794444,1.7351954930794444,1.565,9.808433329745412,Feasible,Feasible,Feasible,4.102309339679778,0.0099148815497756,0.009961439296603203,601.2852083100006,0.05065065063536167,0.05030969623476267,0.0,0.0
22,22,6966,304721.4994444445,32,1,4,40,34.80009749194238,45.433460614480296,45.433460614480296,34.605,0.5606234062636093,Feasible,Feasible,Feasible,3.5015886444598436,0.007277743890881538,0.007354621775448322,600.7190861795098,1.6191110517829657,1.6510119065642357,10.633363122537915,10.633363122537915
23,23,4902,173042.09,32,1,4,20,18.304996579121052,23.122100942047638,23.122100942047638,17.646,3.600091244336603,Feasible,Feasible,Feasible,2.436825931072235,0.007375210523605347,0.007411128841340542,600.9050203468651,0.7125760419294238,0.7104308791458607,4.817104362926585,4.817104362926585
24,24,4128,10958.983611111113,32,1,4,1,2.804108288022167,2.804108288022167,2.804108288022167,2.664,4.9965362828762165,Feasible,Feasible,Feasible,2.057792984880507,0.007033041678369045,0.0070765456184744835,600.4649492017925,0.05079981964081526,0.05059689935296774,0.0,0.0
25,25,3201,257740.57972222217,32,1,1,40,38.4858313029141,38.4858313029141,38.4858313029141,,0.0,Optimal,Feasible,Feasible,1.5693247290328145,0.005346400663256645,0.005401654168963432,0.6549868732690811,1.0795608013868332,1.073736123740673,0.0,0.0
26,26,2772,101338.04166666672,32,1,1,20,27.64482739558739,27.64482739558739,27.64482739558739,,0.0,Optimal,Feasible,Feasible,1.361355115659535,0.005464830435812473,0.005504632368683815,0.5077076014131308,0.5264238389208913,0.5279521523043513,0.0,0.0
27,27,1056,5924.194444444445,32,1,1,1,3.121537300237569,3.121537300237569,3.121537300237569,3.062,1.9073070257093525,Feasible,Feasible,Feasible,0.5194285325706005,0.005816766060888767,0.005366368219256401,600.3056917404756,0.038303217850625515,0.03800930082798004,0.0,0.0
28,28,148995,196949.1075,16,16,8,40,21.370107669202085,95.84598171529926,93.69414050084119,19.072,10.753842258427387,Feasible,Feasible,Feasible,74.17878837324679,0.004974709823727608,0.005710648372769356,603.5710976980627,2.1527558248490095,22.306092441082,74.47587404609718,72.3240328316391
29,29,72627,72570.67972222222,16,16,8,20,6.210884492700238,61.4272532722151,67.57503559030779,5.731,7.726508088570233,Feasible,Feasible,Feasible,36.60838336870074,0.0049698855727910995,0.00571906752884388,603.9996791193262,0.48067864403128624,4.08165448717773,55.21636877951486,61.364151097607554
30,30,33024,3993.7855555555557,16,16,8,1,0.8013268536271161,3.190634481217143,2.9901244610875506,0.725,9.525058754942652,Feasible,Feasible,Feasible,16.55803964845836,0.005028740502893925,0.005757590755820274,603.4447089619935,0.023224749602377415,0.06655504647642374,2.389307627590027,2.1887976074604345
31,31,56355,130729.35388888887,16,16,4,40,15.33033702103963,71.97329021551192,79.78936010460043,14.494,5.455437932589655,Feasible,Feasible,Feasible,27.96273475140333,0.0036194194108247757,0.005108661949634552,601.7909965096042,0.5871120728552341,10.99306722637266,56.64295319447229,64.45902308356081
32,32,39455,100130.86194444445,16,16,4,20,12.926414866801498,44.76148105912483,48.03163004563851,10.541,18.453800929195634,Feasible,Feasible,Feasible,20.72795716766268,0.003612988628447056,0.004309806972742081,601.2283400949091,0.35611629020422697,3.5639622220769525,31.835066192323335,35.105215178837014
33,33,16250,3079.4430555555555,16,16,4,1,1.3056661918653787,6.418342203603351,5.179923663567179,1.199,8.169484094015393,Feasible,Feasible,Feasible,8.084931194782257,0.003622114658355713,0.004278002306818962,602.0176389217377,0.049981340765953064,0.047842228785157204,5.112676011737973,3.8742574717018
34,34,10676,156973.79166666666,16,16,1,40,18.57842800575262,33.62842380021798,25.962895272464248,17.116,7.871645573564107,Feasible,Feasible,Feasible,5.209823504090309,0.0029231738299131393,0.004024564288556576,600.4952269317582,0.09018456563353539,0.9131234539672732,15.04999579446536,7.384467266711628
35,35,14365,70287.93472222221,16,16,1,20,37.50779507358148,44.718681233508036,51.74999548761183,35.132,6.33413686120639,Feasible,Feasible,Feasible,7.017109578475356,0.0028968192636966705,0.003580150194466114,600.7820129105821,0.20686768367886543,2.684995686635375,7.2108861599265595,14.24220041403035
36,36,4114,2992.949722222222,16,16,1,1,3.4354412416080082,6.39855323027992,4.857126900757216,3.306,3.7678199830721404,Feasible,Feasible,Feasible,2.023161760531366,0.0029420554637908936,0.003491712734103203,600.385384243913,0.02155361231416464,0.030781482346355915,2.963111988671912,1.4216856591492082
37,37,39861,205488.9438888889,16,8,8,40,19.073774777295526,64.10149808939762,60.46742957388316,17.016,10.788503069381948,Feasible,Feasible,Feasible,19.83500619698316,0.004772733896970749,0.005697204731404781,602.450974881649,0.885753944516182,10.940696489065886,45.0277233121021,41.39365479658763
38,38,20640,80625.7886111111,16,8,8,20,10.080615029660828,83.17593098250529,91.87142211410045,8.841,12.297017850730652,Feasible,Feasible,Feasible,10.344306020066142,0.004875221289694309,0.005210346542298794,602.037689441815,0.8399266954511404,5.1471814243122935,73.09531595284446,81.79080708443962
39,39,15996,3649.6416666666673,16,8,8,1,1.0929881586729955,6.402017298817681,7.055531119468295,1.078,1.3713011027669906,Feasible,Feasible,Feasible,8.00888268277049,0.004773344844579697,0.005167490802705288,602.2695227731019,0.027314042672514915,0.03164088074117899,5.309029140144685,5.962542960795299
40,40,49140,165520.23750000002,16,8,4,40,0.0,51.01058338148603,43.562496566071495,18.276,0.0,Aborted,Feasible,Feasible,24.420664629898965,0.003582100383937359,0.003965863958001137,602.3306759400293,0.7551178121939301,3.018796630203724,51.01058338148603,43.562496566071495
41,41,22555,86466.03222222222,16,8,4,20,8.284853623036255,44.789943234799004,67.47058367761248,7.641,7.771454419496362,Feasible,Feasible,Feasible,11.358647937886417,0.0034612249583005905,0.003799768164753914,601.524852049537,0.305538147687912,5.830677178688347,36.50508961176275,59.185730054576226
42,42,8060,5143.080833333332,16,8,4,1,1.424414969818889,6.404357617502151,5.894368873463071,1.397,1.9246476904391683,Feasible,Feasible,Feasible,4.070784755051136,0.003417089581489563,0.00385328009724617,600.7739396542311,0.031408483162522316,0.04587976261973381,4.979942647683262,4.469953903644182
43,43,5151,126631.56611111113,16,8,1,40,19.635039603588904,38.46319056242417,22.93666141031695,19.204,2.1952571132584717,Feasible,Feasible,Feasible,2.5251128301024437,0.002776261419057846,0.003069493919610977,600.493002653122,0.14066497143357992,0.2917215395718813,18.828150958835263,3.301621806728047
44,44,3961,94260.75694444445,16,8,1,20,14.269316777412282,25.647186956709817,22.338586496670793,13.621,4.543432509947073,Feasible,Feasible,Feasible,1.9602531688287854,0.0027305930852890015,0.003037029877305031,600.5411431901157,0.13352558109909296,0.1662221672013402,11.377870179297535,8.06926971925851
45,45,1768,4307.961944444445,16,8,1,1,2.5258380381854773,3.841029433537157,3.1130517722546185,2.461,2.5669911215707257,Feasible,Feasible,Feasible,0.8583312397822738,0.003558591939508915,0.0030157268047332764,600.2979156477377,0.01734867785125971,0.021088534966111183,1.3151913953516798,0.5872137340691412
46,46,9546,147830.56472222222,16,1,8,40,0.0,0.0,0.0,26.604,0.0,Aborted,Aborted,Aborted,4.7555497558787465,0.004671386443078518,0.005390358157455921,601.3258806532249,1.077674857340753,1.068036592565477,0.0,0.0
47,47,8385,70909.94694444444,16,1,8,20,0.0,0.0,0.0,6.848,0.0,Aborted,Aborted,Aborted,4.2327268132939935,0.004370749928057194,0.004475012421607971,602.1191077474505,0.4425129694864154,0.47796426713466644,0.0,0.0
48,48,2064,3693.298888888889,16,1,8,1,3.83713554684971,3.83713554684971,3.83713554684971,,0.0,Optimal,Feasible,Feasible,1.0328391548246145,0.004736621864140034,0.004759333096444607,0.7704460378736258,0.023593002930283546,0.02377799153327942,0.0,0.0
49,49,2730,116427.15305555558,16,1,4,40,29.065526097766647,0.0,0.0,27.947,3.8482912506186953,Feasible,Aborted,Aborted,1.3569474210962653,0.0033995285630226135,0.0038536349311470985,600.4006526349112,1.3954827263951302,1.408999933861196,-29.065526097766647,-29.065526097766647
50,50,1690,74933.70222222221,16,1,4,20,8.988723330041191,11.35417683794677,11.35417683794677,8.936,0.5865497035044409,Feasible,Feasible,Feasible,0.8322730101644993,0.0034203240647912025,0.0038464050740003586,600.4018324771896,0.36847044341266155,0.36948889307677746,2.3654535079055794,2.3654535079055794
51,51,1040,3523.8019444444453,16,1,4,1,1.5786900957275842,1.5786900957275842,1.5786900957275842,,0.0,Optimal,Feasible,Feasible,0.5189744252711535,0.0035040779039263725,0.0038216272369027138,0.40476080402731895,0.020322046242654324,0.020230994559824467,0.0,0.0
52,52,493,178015.69972222226,16,1,1,40,19.300470286756905,20.26549380109475,20.26549380109475,,0.0,Optimal,Feasible,Feasible,0.24075239058583975,0.0026941299438476562,0.002687830477952957,0.27038922626525164,0.36280563101172447,0.36563464906066656,0.9650235143378438,0.9650235143378438
53,53,272,84427.06333333332,16,1,1,20,19.188042907509352,19.188042907509352,19.188042907509352,,0.0,Optimal,Feasible,Feasible,0.13473615888506174,0.00268456619232893,0.002628924325108528,2.1379747204482555,0.12107799667865038,0.12795769702643156,0.0,0.0
54,54,272,4549.120555555556,16,1,1,1,1.5691688300820454,1.5691688300820454,1.5691688300820454,1.447,7.785575888329215,Feasible,Feasible,Feasible,0.13402947783470154,0.0026425737887620926,0.0026721693575382233,601.8374355165288,0.01508756447583437,0.015090476721525192,0.0,0.0
55,55,153,1186.066388888889,1,16,8,40,0.22701255675619922,0.22701255675619922,0.2375186649611532,,0.0,Optimal,Feasible,Feasible,0.0727368425577879,0.0005668792873620987,0.0010940805077552795,0.1978368367999792,0.005075691267848015,0.005584581755101681,0.0,0.010506108204953984
56,56,342,372.66277777777776,1,16,8,20,0.9576213881636266,1.9113516746444537,1.9113516746444537,,0.0,Optimal,Feasible,Feasible,0.16260790172964334,0.00054963119328022,0.0011508911848068237,0.034781706519424915,0.016078375279903412,0.015152905136346817,0.953730286480827,0.953730286480827
57,57,144,75.62805555555556,1,16,8,1,0.23716124541724512,0.9559017043989564,1.1930629498162015,,0.0,Optimal,Feasible,Feasible,0.06860243994742632,0.0005501573905348778,0.001129142940044403,0.019370746798813343,0.0023248782381415367,0.0024364255368709564,0.7187404589817112,0.9559017043989564
58,58,345,17674.901944444446,1,16,4,40,1.3007863201150254,3.210964463807594,1.5732944046483035,,0.0,Optimal,Feasible,Feasible,0.15840445179492235,0.0005095833912491798,0.001295815221965313,2.4942917097359896,0.03781558573246002,0.06784712988883257,1.9101781436925684,0.2725080845332781
59,59,80,974.175,1,16,4,20,0.2308165605621658,0.24676418410956186,0.46580783636732437,,0.0,Optimal,Feasible,Feasible,0.0368436835706234,0.0004453156143426895,0.0010419152677059174,0.013665400445461273,0.0072007570415735245,0.003921814262866974,0.015947623547396067,0.23499127580515858
60,60,80,344.25416666666666,1,16,4,1,0.11265147119220709,0.11265147119220709,0.11265147119220709,,0.0,Optimal,Feasible,Feasible,0.03713315725326538,0.0005426649004220963,0.0010850345715880394,0.027682376094162464,0.0019406620413064957,0.0018726717680692673,0.0,0.0
61,61,2,16204.255555555555,1,16,1,40,3.8409163490720415,3.8409163490720415,3.8409163490720415,,0.0,Optimal,Feasible,Feasible,0.0009045340120792389,0.00017556082457304,0.00021407753229141235,0.004184328950941563,0.0009247278794646263,0.0009934119880199432,0.0,0.0
62,62,38,1600.7513888888889,1,16,1,20,0.2541417080164809,0.39957953704597426,0.46363057347921616,,0.0,Optimal,Feasible,Feasible,0.015972577035427094,0.0004492802545428276,0.0010672053322196007,0.016938148997724056,0.0049005597829818726,0.0048146927729249,0.14543782902949337,0.20948886546273526
63,63,32,182.0613888888889,1,16,1,1,0.12128994049604025,0.12128994049604025,0.12128994049604025,,0.0,Optimal,Feasible,Feasible,0.013890882954001427,0.00043284427374601364,0.0010095760226249695,0.01394856907427311,0.0019508134573698044,0.0018762117251753807,0.0,0.0
64,64,117,751.2855555555556,1,8,8,40,0.2408265398686491,0.4874158581589045,0.5525419289769758,,0.0,Optimal,Feasible,Feasible,0.05544628854840994,0.0003651585429906845,0.000667189247906208,0.01802345458418131,0.006224951706826687,0.008191746659576893,0.24658931829025538,0.31171538910832675
65,65,81,2074.6441666666665,1,8,8,20,0.23867659132729857,0.8031923304269789,1.0418689217542774,,0.0,Optimal,Feasible,Feasible,0.038742102682590485,0.00037962477654218674,0.0006924932822585106,0.014752862975001335,0.007113266736268997,0.008322919718921185,0.5645157390996803,0.8031923304269788
66,66,72,36.49944444444444,1,8,8,1,0.11981610280538235,0.11981610280538235,0.11981610280538235,,0.0,Optimal,Feasible,Feasible,0.03436717018485069,0.0004423065111041069,0.0006959298625588417,0.012275862507522106,0.0018762750551104546,0.0018102861940860748,0.0,0.0
67,67,75,9024.285555555556,1,8,4,40,0.9579697352999594,0.0,0.0,,0.0,Optimal,Aborted,Aborted,0.035495828837156296,0.0003092074766755104,0.00061063002794981,0.012240627780556679,0.022796262055635452,0.030846343375742435,-0.9579697352999594,-0.9579697352999594
68,68,105,6743.930555555556,1,8,4,20,0.6309631454382403,1.937451820928925,1.937451820928925,,0.0,Optimal,Feasible,Feasible,0.04972079861909151,0.0003194967284798622,0.0006127189844846725,0.06115403398871422,0.00895081739872694,0.008967310190200806,1.3064886754906848,1.3064886754906848
69,69,40,40.945277777777775,1,8,4,1,0.134333086782169,0.134333086782169,0.134333086782169,,0.0,Optimal,Feasible,Feasible,0.019075867719948292,0.00035542063415050507,0.0006085541099309921,0.011040027253329754,0.0018368689343333244,0.0018004616722464561,0.0,0.0
70,70,18,16708.633055555554,1,8,1,40,1.9170353437029763,1.9170353437029763,1.9170353437029763,,0.0,Optimal,Feasible,Feasible,0.007991010323166847,0.00023190956562757492,0.0004114825278520584,0.009754709899425507,0.0031309612095355988,0.004568967968225479,0.0,0.0
71,71,22,9856.6775,1,8,1,20,0.961290231075717,3.203149178083383,1.915305160267277,,0.0,Optimal,Feasible,Feasible,0.009553182870149612,0.0003048432990908623,0.0005741352215409279,0.013744823634624481,0.010833312757313251,0.0057763755321502686,2.2418589470076657,0.9540149291915601
72,72,14,534.2705555555556,1,8,1,1,0.47704567935910913,0.47704567935910913,0.47704567935910913,,0.0,Optimal,Feasible,Feasible,0.005913780070841312,0.00027578696608543396,0.0005850689485669136,0.010972767136991024,0.001953420229256153,0.0019513089209794998,0.0,0.0
73,73,63,23439.216944444444,1,1,8,40,1.6016016881608974,0.0,0.0,,0.0,Optimal,Aborted,Aborted,0.03119684662669897,0.0003799647092819214,0.00036287959665060043,0.014866922982037067,0.089459965005517,0.0961442906409502,-1.6016016881608974,-1.6016016881608974
74,74,9,5249.333333333333,1,1,8,20,1.9261815559008264,1.9261815559008264,1.9261815559008264,,0.0,Optimal,Feasible,Feasible,0.004484951496124268,0.00028621405363082886,0.0003400444984436035,0.006406418047845364,0.0017966888844966888,0.0018557384610176086,0.0,0.0
75,75,9,784.2569444444445,1,1,8,1,1.9177975847746573,1.9177975847746573,1.9177975847746573,,0.0,Optimal,Feasible,Feasible,0.004514698870480061,0.0003920039162039757,0.00031327269971370697,0.00765558797866106,0.0022869259119033813,0.002160574309527874,0.0,0.0
76,76,20,9834.585277777778,1,1,4,40,1.6180772809792343,1.6180772809792343,1.6180772809792343,,0.0,Optimal,Feasible,Feasible,0.00947107095271349,0.0002351747825741768,0.0002589737996459007,0.013202304020524025,0.011968661099672318,0.012010290287435055,0.0,0.0
77,77,5,17035.3325,1,1,4,20,3.209853447028499,3.209853447028499,3.209853447028499,,0.0,Optimal,Feasible,Feasible,0.0024455729871988297,0.0002487683668732643,0.00024575740098953247,0.006624894216656685,0.03274940513074398,0.031294627115130424,0.0,0.0
78,78,5,72.96833333333333,1,1,4,1,1.5937167539293884,1.5937167539293884,1.5937167539293884,,0.0,Optimal,Feasible,Feasible,0.002443733625113964,0.00022796913981437683,0.00025199539959430695,0.006569825112819672,0.0010211644694209099,0.0008798707276582718,0.0,0.0
79,79,6,539.89,1,1,1,40,2.381274124948752,2.381274124948752,2.381274124948752,,0.0,Optimal,Feasible,Feasible,0.002526497468352318,0.0001716911792755127,0.00021325238049030304,0.004311691038310528,0.03120814822614193,0.029932433739304543,0.0,0.0
80,80,6,12236.9075,1,1,1,20,1.4300576617564185,1.4300576617564185,1.4300576617564185,,0.0,Optimal,Feasible,Feasible,0.0025497041642665863,0.00017437804490327835,0.00023013725876808167,0.004304626025259495,0.0020126989111304283,0.001953674480319023,0.0,0.0
81,81,2,14.459722222222222,1,1,1,1,0.4749985623707938,0.4749985623707938,0.4749985623707938,,0.0,Optimal,Feasible,Feasible,0.0009232340380549431,0.00017040502279996872,0.00021159742027521133,0.004392948001623154,0.0009465878829360008,0.000881807878613472,0.0,0.0
